stn;time;tre200dn
ARO;19521118;-10.0
ARO;19521119;-5.4
ARO;19521120;-8.0
ARO;19521121;-7.6
ARO;19521122;-7.9
ARO;19521123;-9.0
ARO;19521124;-10.2
ARO;19521125;-8.3
ARO;19521126;-7.6
ARO;19521127;-1.0
ARO;19521128;-1.3
ARO;19521129;-3.4
ARO;19521130;-3.3
ARO;19521201;-1.4
ARO;19521202;-1.5
ARO;19521203;-8.1
ARO;19521204;-11.4
ARO;19521205;-14.6
ARO;19521206;-14.5
ARO;19521207;-12.5
ARO;19521208;-9.7
ARO;19521209;-4.7
ARO;19521210;-5.4
ARO;19521211;-6.0
ARO;19521212;-7.5
ARO;19521213;-6.7
ARO;19521214;-9.0
ARO;19521215;-11.9
ARO;19521216;-15.0
ARO;19521217;-16.2
ARO;19521218;-9.0
ARO;19521219;-10.0
ARO;19521220;-10.4
ARO;19521221;-6.8
ARO;19521222;-8.2
ARO;19521223;-8.8
ARO;19521224;-6.0
ARO;19521225;-7.6
ARO;19521226;-10.0
ARO;19521227;-9.0
ARO;19521228;-12.6
ARO;19521229;-11.8
ARO;19521230;-8.5
ARO;19521231;-7.7
ARO;19530101;-7.5
ARO;19530102;-9.8
ARO;19530103;-12.2
ARO;19530104;-15.0
ARO;19530105;-15.1
ARO;19530106;-15.8
ARO;19530107;-14.6
ARO;19530108;-16.0
ARO;19530109;-14.2
ARO;19530110;-12.5
ARO;19530111;-14.2
ARO;19530112;-15.4
ARO;19530113;-14.9
ARO;19530114;-14.7
ARO;19530115;-12.4
ARO;19530116;-12.0
ARO;19530117;-8.6
ARO;19530118;-10.0
ARO;19530119;-10.0
ARO;19530120;-10.3
ARO;19530121;-10.6
ARO;19530122;-8.6
ARO;19530123;-7.7
ARO;19530124;-8.0
ARO;19530125;-8.0
ARO;19530126;-12.7
ARO;19530127;-13.1
ARO;19530128;-10.1
ARO;19530129;-3.0
ARO;19530130;-1.3
ARO;19530131;-6.5
ARO;19530201;-10.8
ARO;19530202;-10.6
ARO;19530203;-13.5
ARO;19530204;-15.6
ARO;19530205;-16.0
ARO;19530206;-13.5
ARO;19530207;-15.4
ARO;19530208;-18.7
ARO;19530209;-19.2
ARO;19530210;-14.6
ARO;19530211;-10.8
ARO;19530212;-10.5
ARO;19530213;-13.4
ARO;19530214;-13.8
ARO;19530215;-14.0
ARO;19530216;-17.3
ARO;19530217;-17.8
ARO;19530218;-13.0
ARO;19530219;-5.3
ARO;19530220;-7.5
ARO;19530221;-6.8
ARO;19530222;-5.5
ARO;19530223;-1.7
ARO;19530224;-2.1
ARO;19530225;-2.1
ARO;19530226;-1.6
ARO;19530227;-1.8
ARO;19530228;-3.7
ARO;19530301;-7.5
ARO;19530302;-6.2
ARO;19530303;-5.2
ARO;19530304;-4.8
ARO;19530305;-3.0
ARO;19530306;-4.8
ARO;19530307;-5.2
ARO;19530308;-11.0
ARO;19530309;-14.6
ARO;19530310;-11.2
ARO;19530311;-9.3
ARO;19530312;-11.8
ARO;19530313;-12.0
ARO;19530314;-11.7
ARO;19530315;-9.6
ARO;19530316;-7.8
ARO;19530317;-3.8
ARO;19530318;-3.9
ARO;19530319;-4.1
ARO;19530320;-3.4
ARO;19530321;-2.7
ARO;19530322;-2.6
ARO;19530323;-2.4
ARO;19530324;-2.3
ARO;19530325;-2.3
ARO;19530326;-1.5
ARO;19530327;-1.3
ARO;19530328;-2.4
ARO;19530329;-2.2
ARO;19530330;0.2
ARO;19530331;1.0
ARO;19530401;-1.5
ARO;19530402;-0.4
ARO;19530403;02. Mai
ARO;19530404;02. Feb
ARO;19530405;-2.0
ARO;19530406;-2.5
ARO;19530407;-2.6
ARO;19530408;-3.6
ARO;19530409;01. Aug
ARO;19530410;-1.8
ARO;19530411;-2.3
ARO;19530412;-1.0
ARO;19530413;0.0
ARO;19530414;-4.6
ARO;19530415;-6.7
ARO;19530416;-7.0
ARO;19530417;-5.2
ARO;19530418;-3.6
ARO;19530419;-1.5
ARO;19530420;0.0
ARO;19530421;-0.2
ARO;19530422;0.2
ARO;19530423;1.0
ARO;19530424;0.9
ARO;19530425;0.6
ARO;19530426;1.0
ARO;19530427;02. Mai
ARO;19530428;-2.0
ARO;19530429;-2.7
ARO;19530430;-5.2
ARO;19530501;-2.1
ARO;19530502;02. Sep
ARO;19530503;2.0
ARO;19530504;02. Jun
ARO;19530505;02. Aug
ARO;19530506;0.5
ARO;19530507;-5.2
ARO;19530508;-7.3
ARO;19530509;-4.5
ARO;19530510;-7.2
ARO;19530511;-9.4
ARO;19530512;-2.6
ARO;19530513;-1.8
ARO;19530514;0.0
ARO;19530515;0.2
ARO;19530516;03. Aug
ARO;19530517;7.0
ARO;19530518;07. Jul
ARO;19530519;07. Aug
ARO;19530520;08. Jan
ARO;19530521;07. Mrz
ARO;19530522;7.0
ARO;19530523;05. Jun
ARO;19530524;03. Mai
ARO;19530525;07. Mai
ARO;19530526;08. Sep
ARO;19530527;7.0
ARO;19530528;0.0
ARO;19530529;-0.9
ARO;19530530;0.5
ARO;19530531;-1.5
ARO;19530601;-1.5
ARO;19530602;-4.4
ARO;19530603;-5.5
ARO;19530604;-3.8
ARO;19530605;-1.5
ARO;19530606;01. Aug
ARO;19530607;05. Aug
ARO;19530608;7.0
ARO;19530609;05. Mrz
ARO;19530610;04. Apr
ARO;19530611;03. Apr
ARO;19530612;04. Feb
ARO;19530613;04. Jul
ARO;19530614;04. Jun
ARO;19530615;04. Aug
ARO;19530616;5.0
ARO;19530617;5.0
ARO;19530618;03. Jun
ARO;19530619;01. Aug
ARO;19530620;04. Jul
ARO;19530621;06. Mai
ARO;19530622;06. Jul
ARO;19530623;6.0
ARO;19530624;04. Mrz
ARO;19530625;02. Feb
ARO;19530626;03. Mai
ARO;19530627;-1.3
ARO;19530628;06. Aug
ARO;19530629;08. Mrz
ARO;19530630;08. Sep
ARO;19530701;08. Mrz
ARO;19530702;8.0
ARO;19530703;07. Aug
ARO;19530704;08. Apr
ARO;19530705;08. Mai
ARO;19530706;08. Feb
ARO;19530707;08. Apr
ARO;19530708;09. Jun
ARO;19530709;08. Apr
ARO;19530710;03. Jun
ARO;19530711;02. Mrz
ARO;19530712;01. Mai
ARO;19530713;05. Jan
ARO;19530714;03. Jun
ARO;19530715;05. Feb
ARO;19530716;06. Aug
ARO;19530717;08. Aug
ARO;19530718;08. Apr
ARO;19530719;5.0
ARO;19530720;02. Jan
ARO;19530721;06. Jul
ARO;19530722;09. Sep
ARO;19530723;7.0
ARO;19530724;05. Aug
ARO;19530725;06. Sep
ARO;19530726;11. Jun
ARO;19530727;08. Apr
ARO;19530728;08. Jan
ARO;19530729;08. Feb
ARO;19530730;04. Sep
ARO;19530731;03. Feb
ARO;19530801;05. Mai
ARO;19530802;7.0
ARO;19530803;05. Mrz
ARO;19530804;04. Jan
ARO;19530805;02. Apr
ARO;19530806;06. Aug
ARO;19530807;05. Sep
ARO;19530808;03. Apr
ARO;19530809;07. Sep
ARO;19530810;06. Apr
ARO;19530811;09. Feb
ARO;19530812;10. Jul
ARO;19530813;11. Sep
ARO;19530814;10. Sep
ARO;19530815;09. Mai
ARO;19530816;9.0
ARO;19530817;8.0
ARO;19530818;07. Jul
ARO;19530819;08. Jun
ARO;19530820;07. Jul
ARO;19530821;08. Mai
ARO;19530822;2.0
ARO;19530823;1.0
ARO;19530824;02. Aug
ARO;19530825;07. Jun
ARO;19530826;05. Sep
ARO;19530827;04. Feb
ARO;19530828;3.0
ARO;19530829;02. Feb
ARO;19530830;06. Jan
ARO;19530831;08. Sep
ARO;19530901;09. Apr
ARO;19530902;11.0
ARO;19530903;09. Jun
ARO;19530904;08. Aug
ARO;19530905;9.0
ARO;19530906;06. Feb
ARO;19530907;06. Jul
ARO;19530908;08. Jun
ARO;19530909;08. Jun
ARO;19530910;04. Aug
ARO;19530911;0.6
ARO;19530912;0.2
ARO;19530913;1.0
ARO;19530914;-0.1
ARO;19530915;01. Aug
ARO;19530916;06. Feb
ARO;19530917;06. Jun
ARO;19530918;07. Jul
ARO;19530919;08. Feb
ARO;19530920;04. Apr
ARO;19530921;-0.3
ARO;19530922;2.0
ARO;19530923;01. Sep
ARO;19530924;03. Jun
ARO;19530925;03. Apr
ARO;19530926;04. Feb
ARO;19530927;07. Jul
ARO;19530928;07. Mrz
ARO;19530929;02. Sep
ARO;19530930;02. Mrz
ARO;19531001;1.0
ARO;19531002;02. Jul
ARO;19531003;04. Feb
ARO;19531004;05. Mrz
ARO;19531005;02. Mrz
ARO;19531006;-1.3
ARO;19531007;-2.6
ARO;19531008;-2.5
ARO;19531009;-3.5
ARO;19531010;-2.9
ARO;19531011;02. Apr
ARO;19531012;03. Mai
ARO;19531013;03. Mai
ARO;19531014;04. Jan
ARO;19531015;05. Jan
ARO;19531016;05. Feb
ARO;19531017;03. Aug
ARO;19531018;4.0
ARO;19531019;04. Aug
ARO;19531020;04. Mrz
ARO;19531021;02. Mrz
ARO;19531022;02. Aug
ARO;19531023;02. Mai
ARO;19531024;01. Jul
ARO;19531025;2.0
ARO;19531026;02. Apr
ARO;19531027;2.0
ARO;19531028;03. Jul
ARO;19531029;-1.3
ARO;19531030;-6.0
ARO;19531031;-6.8
ARO;19531101;-4.6
ARO;19531102;-0.5
ARO;19531103;-3.2
ARO;19531104;-4.0
ARO;19531105;-4.6
ARO;19531106;-4.0
ARO;19531107;-4.0
ARO;19531108;-6.2
ARO;19531109;-0.2
ARO;19531110;0.0
ARO;19531111;-0.9
ARO;19531112;-1.2
ARO;19531113;0.2
ARO;19531114;-0.4
ARO;19531115;2.0
ARO;19531116;01. Apr
ARO;19531117;01. Sep
ARO;19531118;0.2
ARO;19531119;-0.2
ARO;19531120;-0.2
ARO;19531121;0.9
ARO;19531122;01. Mai
ARO;19531123;01. Sep
ARO;19531124;1.0
ARO;19531125;-0.3
ARO;19531126;-2.2
ARO;19531127;-2.5
ARO;19531128;-2.3
ARO;19531129;-1.3
ARO;19531130;01. Feb
ARO;19531201;0.0
ARO;19531202;0.0
ARO;19531203;01. Mai
ARO;19531204;01. Mrz
ARO;19531205;01. Jan
ARO;19531206;01. Mai
ARO;19531207;02. Mai
ARO;19531208;-0.1
ARO;19531209;-0.5
ARO;19531210;-2.0
ARO;19531211;-2.9
ARO;19531212;-2.9
ARO;19531213;-2.9
ARO;19531214;-3.0
ARO;19531215;-3.0
ARO;19531216;-0.3
ARO;19531217;-1.0
ARO;19531218;-1.9
ARO;19531219;-3.3
ARO;19531220;-3.3
ARO;19531221;-5.1
ARO;19531222;-9.0
ARO;19531223;-9.4
ARO;19531224;-5.7
ARO;19531225;-9.0
ARO;19531226;-8.8
ARO;19531227;-10.1
ARO;19531228;-9.5
ARO;19531229;-9.6
ARO;19531230;-14.3
ARO;19531231;-17.5
ARO;19540101;-19.0
ARO;19540102;-18.6
ARO;19540103;-13.0
ARO;19540104;-15.7
ARO;19540105;-15.7
ARO;19540106;-15.7
ARO;19540107;-16.6
ARO;19540108;-16.5
ARO;19540109;-17.6
ARO;19540110;-15.8
ARO;19540111;-11.1
ARO;19540112;-8.4
ARO;19540113;-10.4
ARO;19540114;-10.0
ARO;19540115;-9.0
ARO;19540116;-4.8
ARO;19540117;-4.1
ARO;19540118;-10.8
ARO;19540119;-12.0
ARO;19540120;-8.8
ARO;19540121;-5.4
ARO;19540122;-8.6
ARO;19540123;-13.7
ARO;19540124;-18.2
ARO;19540125;-18.2
ARO;19540126;-16.1
ARO;19540127;-12.2
ARO;19540128;-11.5
ARO;19540129;-11.6
ARO;19540130;-16.6
ARO;19540131;-19.0
ARO;19540201;-19.0
ARO;19540202;-22.7
ARO;19540203;-22.8
ARO;19540204;-17.6
ARO;19540205;-11.4
ARO;19540206;-10.7
ARO;19540207;-11.3
ARO;19540208;-12.8
ARO;19540209;-13.4
ARO;19540210;-7.8
ARO;19540211;-5.0
ARO;19540212;-4.4
ARO;19540213;-6.4
ARO;19540214;-3.5
ARO;19540215;-2.0
ARO;19540216;-5.7
ARO;19540217;-9.1
ARO;19540218;-12.9
ARO;19540219;-12.4
ARO;19540220;-8.4
ARO;19540221;-8.3
ARO;19540222;-8.4
ARO;19540223;-6.9
ARO;19540224;-7.3
ARO;19540225;-6.2
ARO;19540226;-6.5
ARO;19540227;-6.4
ARO;19540228;-5.5
ARO;19540301;-6.0
ARO;19540302;-7.9
ARO;19540303;-7.0
ARO;19540304;-4.4
ARO;19540305;-6.8
ARO;19540306;-11.3
ARO;19540307;-14.4
ARO;19540308;-13.8
ARO;19540309;-5.5
ARO;19540310;-6.4
ARO;19540311;-5.0
ARO;19540312;-6.0
ARO;19540313;-4.2
ARO;19540314;-1.7
ARO;19540315;-1.6
ARO;19540316;-2.9
ARO;19540317;-2.7
ARO;19540318;-1.0
ARO;19540319;-0.8
ARO;19540320;-2.7
ARO;19540321;-3.1
ARO;19540322;-4.6
ARO;19540323;-3.6
ARO;19540324;-3.0
ARO;19540325;-6.4
ARO;19540326;-4.0
ARO;19540327;-2.8
ARO;19540328;-7.9
ARO;19540329;-5.3
ARO;19540330;-4.4
ARO;19540331;0.1
ARO;19540401;-4.4
ARO;19540402;-5.6
ARO;19540403;-3.0
ARO;19540404;0.7
ARO;19540405;01. Apr
ARO;19540406;-5.6
ARO;19540407;-5.6
ARO;19540408;-4.9
ARO;19540409;-2.7
ARO;19540410;-2.9
ARO;19540411;-3.1
ARO;19540412;-5.6
ARO;19540413;-5.1
ARO;19540414;-2.8
ARO;19540415;-4.5
ARO;19540416;-9.5
ARO;19540417;-10.0
ARO;19540418;-9.0
ARO;19540419;-9.4
ARO;19540420;-10.1
ARO;19540421;-7.1
ARO;19540422;-6.0
ARO;19540423;-5.1
ARO;19540424;-2.0
ARO;19540425;-2.3
ARO;19540426;-1.7
ARO;19540427;-2.1
ARO;19540428;-1.3
ARO;19540429;-1.2
ARO;19540430;0.5
ARO;19540501;-2.1
ARO;19540502;-0.1
ARO;19540503;-4.6
ARO;19540504;-6.2
ARO;19540505;-4.9
ARO;19540506;-3.6
ARO;19540507;-2.8
ARO;19540508;-3.6
ARO;19540509;-1.3
ARO;19540510;01. Feb
ARO;19540511;02. Jan
ARO;19540512;0.9
ARO;19540513;01. Mai
ARO;19540514;0.8
ARO;19540515;01. Sep
ARO;19540516;01. Apr
ARO;19540517;02. Jul
ARO;19540518;0.8
ARO;19540519;-1.2
ARO;19540520;-3.5
ARO;19540521;-3.5
ARO;19540522;-4.8
ARO;19540523;-1.6
ARO;19540524;-2.2
ARO;19540525;-2.2
ARO;19540526;2.0
ARO;19540527;03. Sep
ARO;19540528;04. Apr
ARO;19540529;03. Mrz
ARO;19540530;01. Mrz
ARO;19540531;-0.1
ARO;19540601;0.6
ARO;19540602;01. Mrz
ARO;19540603;01. Jul
ARO;19540604;04. Aug
ARO;19540605;05. Jan
ARO;19540606;0.2
ARO;19540607;-0.2
ARO;19540608;01. Jan
ARO;19540609;06. Jun
ARO;19540610;0.8
ARO;19540611;0.4
ARO;19540612;02. Aug
ARO;19540613;7.0
ARO;19540614;04. Jun
ARO;19540615;04. Mrz
ARO;19540616;04. Sep
ARO;19540617;05. Feb
ARO;19540618;04. Jun
ARO;19540619;07. Feb
ARO;19540620;09. Mai
ARO;19540621;10.0
ARO;19540622;10. Mai
ARO;19540623;09. Jun
ARO;19540624;08. Jun
ARO;19540625;07. Apr
ARO;19540626;08. Mrz
ARO;19540627;8.0
ARO;19540628;02. Apr
ARO;19540629;0.9
ARO;19540630;02. Feb
ARO;19540701;0.5
ARO;19540702;-0.1
ARO;19540703;01. Jan
ARO;19540704;03. Jun
ARO;19540705;0.5
ARO;19540706;01. Feb
ARO;19540707;-0.2
ARO;19540708;-0.3
ARO;19540709;0.1
ARO;19540710;0.1
ARO;19540711;1.0
ARO;19540712;03. Jun
ARO;19540713;03. Sep
ARO;19540714;03. Apr
ARO;19540715;03. Jun
ARO;19540716;03. Aug
ARO;19540717;02. Aug
ARO;19540718;08. Mrz
ARO;19540719;05. Jan
ARO;19540720;4.0
ARO;19540721;05. Mrz
ARO;19540722;08. Jan
ARO;19540723;06. Sep
ARO;19540724;06. Mrz
ARO;19540725;8.0
ARO;19540726;10. Apr
ARO;19540727;09. Apr
ARO;19540728;10. Apr
ARO;19540729;05. Jan
ARO;19540730;3.0
ARO;19540731;02. Sep
ARO;19540801;02. Aug
ARO;19540802;06. Jun
ARO;19540803;09. Mrz
ARO;19540804;07. Mai
ARO;19540805;07. Mai
ARO;19540806;08. Mai
ARO;19540807;05. Jul
ARO;19540808;03. Aug
ARO;19540809;07. Mrz
ARO;19540810;02. Jun
ARO;19540811;1.0
ARO;19540812;02. Mai
ARO;19540813;05. Jun
ARO;19540814;12. Jan
ARO;19540815;02. Mrz
ARO;19540816;01. Feb
ARO;19540817;01. Jan
ARO;19540818;04. Feb
ARO;19540819;04. Feb
ARO;19540820;06. Mrz
ARO;19540821;3.0
ARO;19540822;02. Feb
ARO;19540823;1.0
ARO;19540824;1.0
ARO;19540825;02. Mai
ARO;19540826;02. Jan
ARO;19540827;02. Jul
ARO;19540828;03. Aug
ARO;19540829;04. Aug
ARO;19540830;04. Mai
ARO;19540831;06. Apr
ARO;19540901;06. Apr
ARO;19540902;09. Feb
ARO;19540903;07. Jul
ARO;19540904;07. Sep
ARO;19540905;08. Mrz
ARO;19540906;05. Sep
ARO;19540907;07. Aug
ARO;19540908;06. Sep
ARO;19540909;7.0
ARO;19540910;06. Jun
ARO;19540911;07. Aug
ARO;19540912;06. Jun
ARO;19540913;05. Jan
ARO;19540914;5.0
ARO;19540915;05. Jan
ARO;19540916;-0.7
ARO;19540917;01. Jul
ARO;19540918;6.0
ARO;19540919;06. Apr
ARO;19540920;07. Jun
ARO;19540921;02. Jan
ARO;19540922;-0.5
ARO;19540923;-1.4
ARO;19540924;-1.5
ARO;19540925;0.4
ARO;19540926;03. Feb
ARO;19540927;02. Jun
ARO;19540928;03. Mai
ARO;19540929;-3.0
ARO;19540930;-6.8
ARO;19541001;-5.7
ARO;19541002;1.0
ARO;19541003;04. Feb
ARO;19541004;4.0
ARO;19541005;01. Mrz
ARO;19541006;01. Jun
ARO;19541007;-3.6
ARO;19541008;-3.6
ARO;19541009;-4.4
ARO;19541010;-5.1
ARO;19541011;-4.2
ARO;19541012;-1.8
ARO;19541013;-2.7
ARO;19541014;-2.7
ARO;19541015;01. Aug
ARO;19541016;01. Sep
ARO;19541017;03. Apr
ARO;19541018;05. Feb
ARO;19541019;04. Aug
ARO;19541020;02. Jul
ARO;19541021;01. Jul
ARO;19541022;01. Aug
ARO;19541023;-0.4
ARO;19541024;0.4
ARO;19541025;-0.6
ARO;19541026;-4.0
ARO;19541027;-4.4
ARO;19541028;-1.4
ARO;19541029;-0.1
ARO;19541030;0.1
ARO;19541031;01. Apr
ARO;19541101;0.0
ARO;19541102;0.0
ARO;19541103;0.4
ARO;19541104;-4.2
ARO;19541105;-4.2
ARO;19541106;-0.5
ARO;19541107;02. Mai
ARO;19541108;01. Mrz
ARO;19541109;01. Jun
ARO;19541110;-0.3
ARO;19541111;-2.9
ARO;19541112;-2.7
ARO;19541113;-2.0
ARO;19541114;-2.5
ARO;19541115;-7.0
ARO;19541116;-10.0
ARO;19541117;-13.6
ARO;19541118;-13.4
ARO;19541119;-10.7
ARO;19541120;-11.2
ARO;19541121;-9.9
ARO;19541122;-7.7
ARO;19541123;-4.0
ARO;19541124;-1.7
ARO;19541125;-2.7
ARO;19541126;-2.6
ARO;19541127;-1.9
ARO;19541128;01. Jun
ARO;19541129;-0.7
ARO;19541130;-0.7
ARO;19541201;-0.5
ARO;19541202;-1.6
ARO;19541203;-0.5
ARO;19541204;0.3
ARO;19541205;-7.6
ARO;19541206;-8.4
ARO;19541207;-8.3
ARO;19541208;-7.6
ARO;19541209;-7.6
ARO;19541210;-2.9
ARO;19541211;-4.6
ARO;19541212;-7.3
ARO;19541213;-11.3
ARO;19541214;-11.3
ARO;19541215;-6.0
ARO;19541216;-5.4
ARO;19541217;-5.8
ARO;19541218;-6.4
ARO;19541219;-6.7
ARO;19541220;-5.6
ARO;19541221;-6.7
ARO;19541222;-7.0
ARO;19541223;-6.3
ARO;19541224;-11.4
ARO;19541225;-12.2
ARO;19541226;-10.6
ARO;19541227;-5.3
ARO;19541228;-3.1
ARO;19541229;-5.0
ARO;19541230;-6.0
ARO;19541231;-15.0
ARO;19550101;-15.7
ARO;19550102;-16.3
ARO;19550103;-16.4
ARO;19550104;-10.8
ARO;19550105;-2.8
ARO;19550106;-3.0
ARO;19550107;-1.7
ARO;19550108;-2.2
ARO;19550109;-4.9
ARO;19550110;-6.1
ARO;19550111;-5.7
ARO;19550112;-2.8
ARO;19550113;-2.1
ARO;19550114;-2.2
ARO;19550115;-3.9
ARO;19550116;-3.9
ARO;19550117;-11.5
ARO;19550118;-14.1
ARO;19550119;-16.1
ARO;19550120;-16.0
ARO;19550121;-8.8
ARO;19550122;-4.4
ARO;19550123;-4.9
ARO;19550124;-4.6
ARO;19550125;-6.0
ARO;19550126;-4.5
ARO;19550127;-3.9
ARO;19550128;-0.6
ARO;19550129;-1.8
ARO;19550130;-1.7
ARO;19550131;-1.8
ARO;19550201;-1.1
ARO;19550202;-2.6
ARO;19550203;-4.5
ARO;19550204;-6.5
ARO;19550205;-5.6
ARO;19550206;-6.7
ARO;19550207;-9.2
ARO;19550208;-9.0
ARO;19550209;-5.5
ARO;19550210;-10.6
ARO;19550211;-13.9
ARO;19550212;-14.6
ARO;19550213;-13.3
ARO;19550214;-15.2
ARO;19550215;-17.2
ARO;19550216;-13.8
ARO;19550217;-11.7
ARO;19550218;-12.3
ARO;19550219;-12.9
ARO;19550220;-13.4
ARO;19550221;-15.2
ARO;19550222;-14.0
ARO;19550223;-6.5
ARO;19550224;-5.3
ARO;19550225;-10.4
ARO;19550226;-10.4
ARO;19550227;-10.6
ARO;19550228;-10.6
ARO;19550301;-15.0
ARO;19550302;-14.7
ARO;19550303;-7.8
ARO;19550304;-7.7
ARO;19550305;-12.6
ARO;19550306;-15.1
ARO;19550307;-15.7
ARO;19550308;-14.6
ARO;19550309;-12.9
ARO;19550310;-11.7
ARO;19550311;-11.2
ARO;19550312;-8.2
ARO;19550313;-7.4
ARO;19550314;-7.6
ARO;19550315;-9.8
ARO;19550316;-9.1
ARO;19550317;-10.0
ARO;19550318;-15.8
ARO;19550319;-15.4
ARO;19550320;-14.8
ARO;19550321;-9.4
ARO;19550322;-2.2
ARO;19550323;-3.5
ARO;19550324;-2.0
ARO;19550325;01. Jan
ARO;19550326;02. Sep
ARO;19550327;0.4
ARO;19550328;-2.1
ARO;19550329;-6.5
ARO;19550330;-7.7
ARO;19550331;-7.9
ARO;19550401;-10.6
ARO;19550402;-9.1
ARO;19550403;-6.6
ARO;19550404;-1.7
ARO;19550405;-1.6
ARO;19550406;-1.4
ARO;19550407;-0.9
ARO;19550408;-2.1
ARO;19550409;-1.2
ARO;19550410;-1.6
ARO;19550411;-2.2
ARO;19550412;-4.4
ARO;19550413;-7.0
ARO;19550414;-6.3
ARO;19550415;-7.2
ARO;19550416;-9.0
ARO;19550417;-11.0
ARO;19550418;-8.4
ARO;19550419;-9.0
ARO;19550420;-8.9
ARO;19550421;-4.9
ARO;19550422;-5.0
ARO;19550423;-3.2
ARO;19550424;-1.7
ARO;19550425;-3.6
ARO;19550426;-3.7
ARO;19550427;-3.7
ARO;19550428;0.8
ARO;19550429;02. Aug
ARO;19550430;03. Feb
ARO;19550501;03. Mrz
ARO;19550502;03. Jan
ARO;19550503;-1.9
ARO;19550504;-3.0
ARO;19550505;01. Apr
ARO;19550506;03. Jun
ARO;19550507;0.1
ARO;19550508;-2.3
ARO;19550509;01. Jun
ARO;19550510;4.0
ARO;19550511;0.3
ARO;19550512;-1.4
ARO;19550513;-0.6
ARO;19550514;-0.7
ARO;19550515;-2.9
ARO;19550516;-4.5
ARO;19550517;-3.2
ARO;19550518;-3.0
ARO;19550519;-5.0
ARO;19550520;-5.4
ARO;19550521;-2.4
ARO;19550522;-4.1
ARO;19550523;-6.7
ARO;19550524;-0.4
ARO;19550525;2.0
ARO;19550526;03. Jan
ARO;19550527;0.5
ARO;19550528;-0.6
ARO;19550529;-0.1
ARO;19550530;01. Feb
ARO;19550531;0.1
ARO;19550601;0.7
ARO;19550602;0.3
ARO;19550603;0.6
ARO;19550604;5.0
ARO;19550605;03. Jun
ARO;19550606;5.0
ARO;19550607;08. Mai
ARO;19550608;0.6
ARO;19550609;02. Apr
ARO;19550610;02. Mrz
ARO;19550611;0.4
ARO;19550612;-2.4
ARO;19550613;0.3
ARO;19550614;0.2
ARO;19550615;01. Feb
ARO;19550616;05. Jun
ARO;19550617;07. Sep
ARO;19550618;07. Mrz
ARO;19550619;08. Jul
ARO;19550620;9.0
ARO;19550621;06. Mai
ARO;19550622;05. Jul
ARO;19550623;06. Jun
ARO;19550624;06. Jan
ARO;19550625;09. Jan
ARO;19550626;08. Feb
ARO;19550627;06. Apr
ARO;19550628;04. Jan
ARO;19550629;04. Mrz
ARO;19550630;06. Jun
ARO;19550701;04. Feb
ARO;19550702;08. Jan
ARO;19550703;09. Jun
ARO;19550704;06. Jun
ARO;19550705;02. Jun
ARO;19550706;02. Feb
ARO;19550707;02. Jun
ARO;19550708;1.0
ARO;19550709;02. Aug
ARO;19550710;07. Apr
ARO;19550711;07. Aug
ARO;19550712;07. Jun
ARO;19550713;06. Sep
ARO;19550714;07. Jun
ARO;19550715;07. Jun
ARO;19550716;07. Jan
ARO;19550717;09. Jul
ARO;19550718;11. Feb
ARO;19550719;9.0
ARO;19550720;09. Feb
ARO;19550721;08. Mai
ARO;19550722;07. Jul
ARO;19550723;08. Feb
ARO;19550724;07. Jan
ARO;19550725;07. Jan
ARO;19550726;06. Sep
ARO;19550727;06. Jul
ARO;19550728;05. Sep
ARO;19550729;04. Feb
ARO;19550730;04. Feb
ARO;19550731;05. Mrz
ARO;19550801;06. Jan
ARO;19550802;06. Jun
ARO;19550803;05. Jun
ARO;19550804;5.0
ARO;19550805;04. Jan
ARO;19550806;4.0
ARO;19550807;05. Aug
ARO;19550808;01. Jun
ARO;19550809;01. Jan
ARO;19550810;0.1
ARO;19550811;03. Sep
ARO;19550812;05. Jun
ARO;19550813;06. Feb
ARO;19550814;5.0
ARO;19550815;04. Jan
ARO;19550816;04. Jun
ARO;19550817;05. Mrz
ARO;19550818;05. Mrz
ARO;19550819;06. Aug
ARO;19550820;08. Mai
ARO;19550821;06. Jun
ARO;19550822;08. Jun
ARO;19550823;09. Jan
ARO;19550824;09. Jan
ARO;19550825;05. Jul
ARO;19550826;05. Mai
ARO;19550827;05. Aug
ARO;19550828;06. Feb
ARO;19550829;06. Feb
ARO;19550830;07. Mrz
ARO;19550831;07. Mrz
ARO;19550901;05. Jul
ARO;19550902;04. Mrz
ARO;19550903;06. Jun
ARO;19550904;07. Jun
ARO;19550905;07. Mrz
ARO;19550906;06. Aug
ARO;19550907;05. Mrz
ARO;19550908;05. Sep
ARO;19550909;07. Apr
ARO;19550910;03. Jan
ARO;19550911;02. Jun
ARO;19550912;02. Jun
ARO;19550913;03. Mrz
ARO;19550914;-1.3
ARO;19550915;-2.4
ARO;19550916;-3.4
ARO;19550917;-2.1
ARO;19550918;01. Jan
ARO;19550919;02. Jun
ARO;19550920;02. Jun
ARO;19550921;03. Jan
ARO;19550922;3.0
ARO;19550923;05. Jan
ARO;19550924;05. Feb
ARO;19550925;05. Mrz
ARO;19550926;04. Sep
ARO;19550927;03. Jan
ARO;19550928;-1.1
ARO;19550929;-1.9
ARO;19550930;-1.9
ARO;19551001;-0.7
ARO;19551002;-0.6
ARO;19551003;2.0
ARO;19551004;0.8
ARO;19551005;01. Mai
ARO;19551006;-0.1
